business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category
66694,Streets,634 Polk St,San Francisco,CA,94102,37.782506,-122.418993,"(37.782506, -122.418993)",,66694_20180605,06/05/2018 12:00:00 AM,82,Routine - Unscheduled,66694_20180605_103145,Improper storage of equipment utensils or linens,Low Risk
68451,Buckhorn Grill,101 04th St #1060,San Francisco,CA,94103,37.784548,-122.40419,"(37.784548, -122.40419)",,68451_20180226,02/26/2018 12:00:00 AM,74,Routine - Unscheduled,68451_20180226_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
3443,Crab House,Pier 39  Space 203C,San Francisco,CA,94133,37.80824,-122.410189,"(37.80824, -122.410189)",,3443_20180917,09/17/2018 12:00:00 AM,94,Routine - Unscheduled,3443_20180917_103145,Improper storage of equipment utensils or linens,Low Risk
66276,Martita's Restaurant,1401 EGBERT Ave,San Francisco,CA,94124,37.722776,-122.392864,"(37.722776, -122.392864)",,66276_20181017,10/17/2018 12:00:00 AM,65,Routine - Unscheduled,66276_20181017_103154,Unclean or degraded floors walls or ceilings,Low Risk
19076,Star India Restaurant,3721 GEARY Blvd,San Francisco,CA,94118,37.781153,-122.45936,"(37.781153, -122.45936)",,19076_20180411,04/11/2018 12:00:00 AM,81,Routine - Unscheduled,19076_20180411_103105,Improper cooling methods,High Risk
66276,Martita's Restaurant,1401 EGBERT Ave,San Francisco,CA,94124,37.722776,-122.392864,"(37.722776, -122.392864)",,66276_20181017,10/17/2018 12:00:00 AM,65,Routine - Unscheduled,66276_20181017_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
19076,Star India Restaurant,3721 GEARY Blvd,San Francisco,CA,94118,37.781153,-122.45936,"(37.781153, -122.45936)",,19076_20180411,04/11/2018 12:00:00 AM,81,Routine - Unscheduled,19076_20180411_103131,Moderate risk vermin infestation,Moderate Risk
1199,PANCHO'S,3440 GEARY Blvd,San Francisco,CA,94118,37.781507,-122.456176,"(37.781507, -122.456176)",,1199_20181214,12/14/2018 12:00:00 AM,81,Routine - Unscheduled,1199_20181214_103154,Unclean or degraded floors walls or ceilings,Low Risk
68451,Buckhorn Grill,101 04th St #1060,San Francisco,CA,94103,37.784548,-122.40419,"(37.784548, -122.40419)",,68451_20180226,02/26/2018 12:00:00 AM,74,Routine - Unscheduled,68451_20180226_103109,Unclean or unsanitary food contact surfaces,High Risk
827,TAQUERIA EL FAROLITO NO. 2,4817 MISSION St,San Francisco,CA,94112,37.721251,-122.437385,"(37.721251, -122.437385)",,827_20180125,01/25/2018 12:00:00 AM,85,Routine - Unscheduled,827_20180125_103105,Improper cooling methods,High Risk
19373,Las Isletas,4508 03rd St,San Francisco,CA,94124,37.737021,-122.390043,"(37.737021, -122.390043)",+14155577698,19373_20180103,01/03/2018 12:00:00 AM,73,Routine - Unscheduled,19373_20180103_103132,Improper thawing methods,Moderate Risk
66276,Martita's Restaurant,1401 EGBERT Ave,San Francisco,CA,94124,37.722776,-122.392864,"(37.722776, -122.392864)",,66276_20181017,10/17/2018 12:00:00 AM,65,Routine - Unscheduled,66276_20181017_103105,Improper cooling methods,High Risk
3728,"GOLD CLUB, THE",650 HOWARD St,San Francisco,CA,94105,37.785784,-122.399569,"(37.785784, -122.399569)",,3728_20180323,03/23/2018 12:00:00 AM,92,Routine - Unscheduled,3728_20180323_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
1304,RAIN TREE CAFE,654 IRVING St,San Francisco,CA,94122,37.764128,-122.464961,"(37.764128, -122.464961)",,1304_20180711,07/11/2018 12:00:00 AM,85,Routine - Unscheduled,1304_20180711_103103,High risk food holding temperature,High Risk
37482,Bursa,60 West Portal Ave.,San Francisco,CA,94127,37.740144,-122.466569,"(37.740144, -122.466569)",+14155564006,37482_20180222,02/22/2018 12:00:00 AM,92,Routine - Unscheduled,37482_20180222_103144,Unapproved or unmaintained equipment or utensils,Low Risk
3443,Crab House,Pier 39  Space 203C,San Francisco,CA,94133,37.80824,-122.410189,"(37.80824, -122.410189)",,3443_20180917,09/17/2018 12:00:00 AM,94,Routine - Unscheduled,3443_20180917_103154,Unclean or degraded floors walls or ceilings,Low Risk
3443,Crab House,Pier 39  Space 203C,San Francisco,CA,94133,37.80824,-122.410189,"(37.80824, -122.410189)",,3443_20180917,09/17/2018 12:00:00 AM,94,Routine - Unscheduled,3443_20180917_103150,Improper or defective plumbing,Low Risk
1199,PANCHO'S,3440 GEARY Blvd,San Francisco,CA,94118,37.781507,-122.456176,"(37.781507, -122.456176)",,1199_20181214,12/14/2018 12:00:00 AM,81,Routine - Unscheduled,1199_20181214_103144,Unapproved or unmaintained equipment or utensils,Low Risk
33527,Popeyes Chicken & Biscuits,1426 Fillmore St Space T,San Francisco,CA,94115,37.782817,-122.432577,"(37.782817, -122.432577)",,33527_20180613,06/13/2018 12:00:00 AM,82,Routine - Unscheduled,33527_20180613_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
19373,Las Isletas,4508 03rd St,San Francisco,CA,94124,37.737021,-122.390043,"(37.737021, -122.390043)",+14155577698,19373_20180103,01/03/2018 12:00:00 AM,73,Routine - Unscheduled,19373_20180103_103133,Foods not protected from contamination,Moderate Risk
2766,TAQUERIA GUADALAJARA,4798 MISSION,San Francisco,CA,94112,37.721191,-122.43755,"(37.721191, -122.43755)",+14155552785,2766_20180413,04/13/2018 12:00:00 AM,85,Routine - Unscheduled,2766_20180413_103154,Unclean or degraded floors walls or ceilings,Low Risk
827,TAQUERIA EL FAROLITO NO. 2,4817 MISSION St,San Francisco,CA,94112,37.721251,-122.437385,"(37.721251, -122.437385)",,827_20180125,01/25/2018 12:00:00 AM,85,Routine - Unscheduled,827_20180125_103142,Unclean nonfood contact surfaces,Low Risk
1832,Murphy's,217 Kearny St,San Francisco,CA,94108,37.790125,-122.403924,"(37.790125, -122.403924)",,1832_20181203,12/03/2018 12:00:00 AM,71,Routine - Unscheduled,1832_20181203_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
4917,LA VICTORIA BAKERY,2937 24th St,San Francisco,CA,94110,37.752373,-122.410876,"(37.752373, -122.410876)",+14155647120,4917_20180605,06/05/2018 12:00:00 AM,69,Routine - Unscheduled,4917_20180605_103142,Unclean nonfood contact surfaces,Low Risk
66705,Green Island Restaurant,4012 Geary Blvd,San Francisco,CA,94118,37.781208,-122.462432,"(37.781208, -122.462432)",,66705_20181129,11/29/2018 12:00:00 AM,65,Routine - Unscheduled,66705_20181129_103120,Moderate risk food holding temperature,Moderate Risk
19138,Pho Ha Tien,1900 OCEAN Ave,San Francisco,CA,94127,37.725306,-122.462261,"(37.725306, -122.462261)",,19138_20180315,03/15/2018 12:00:00 AM,90,Routine - Unscheduled,19138_20180315_103145,Improper storage of equipment utensils or linens,Low Risk
1199,PANCHO'S,3440 GEARY Blvd,San Francisco,CA,94118,37.781507,-122.456176,"(37.781507, -122.456176)",,1199_20181214,12/14/2018 12:00:00 AM,81,Routine - Unscheduled,1199_20181214_103114,High risk vermin infestation,High Risk
3221,PASQUALES,700 IRVING St,San Francisco,CA,94122,37.764108,-122.465512,"(37.764108, -122.465512)",+14155662140,3221_20180608,06/08/2018 12:00:00 AM,90,Routine - Unscheduled,3221_20180608_103161,Low risk vermin infestation,Low Risk
4917,LA VICTORIA BAKERY,2937 24th St,San Francisco,CA,94110,37.752373,-122.410876,"(37.752373, -122.410876)",+14155647120,4917_20180605,06/05/2018 12:00:00 AM,69,Routine - Unscheduled,4917_20180605_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
409,EL FARO,82 01st St,San Francisco,CA,94105,37.788613,-122.393894,"(37.788613, -122.393894)",,409_20180926,09/26/2018 12:00:00 AM,71,Routine - Unscheduled,409_20180926_103114,High risk vermin infestation,High Risk
1832,Murphy's,217 Kearny St,San Francisco,CA,94108,37.790125,-122.403924,"(37.790125, -122.403924)",,1832_20181203,12/03/2018 12:00:00 AM,71,Routine - Unscheduled,1832_20181203_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk
66276,Martita's Restaurant,1401 EGBERT Ave,San Francisco,CA,94124,37.722776,-122.392864,"(37.722776, -122.392864)",,66276_20181017,10/17/2018 12:00:00 AM,65,Routine - Unscheduled,66276_20181017_103133,Foods not protected from contamination,Moderate Risk
33527,Popeyes Chicken & Biscuits,1426 Fillmore St Space T,San Francisco,CA,94115,37.782817,-122.432577,"(37.782817, -122.432577)",,33527_20180116,01/16/2018 12:00:00 AM,82,Routine - Unscheduled,33527_20180116_103129,Insufficient hot water or running water,Moderate Risk
2766,TAQUERIA GUADALAJARA,4798 MISSION,San Francisco,CA,94112,37.721191,-122.43755,"(37.721191, -122.43755)",+14155552785,2766_20180413,04/13/2018 12:00:00 AM,85,Routine - Unscheduled,2766_20180413_103139,Improper food storage,Low Risk
33527,Popeyes Chicken & Biscuits,1426 Fillmore St Space T,San Francisco,CA,94115,37.782817,-122.432577,"(37.782817, -122.432577)",,33527_20180116,01/16/2018 12:00:00 AM,82,Routine - Unscheduled,33527_20180116_103122,Reservice of previously served foods,Moderate Risk
68451,Buckhorn Grill,101 04th St #1060,San Francisco,CA,94103,37.784548,-122.40419,"(37.784548, -122.40419)",,68451_20180919,09/19/2018 12:00:00 AM,88,Routine - Unscheduled,68451_20180919_103138,Improper storage use or identification of toxic substances,Low Risk
19373,Las Isletas,4508 03rd St,San Francisco,CA,94124,37.737021,-122.390043,"(37.737021, -122.390043)",+14155577698,19373_20180103,01/03/2018 12:00:00 AM,73,Routine - Unscheduled,19373_20180103_103142,Unclean nonfood contact surfaces,Low Risk
1304,RAIN TREE CAFE,654 IRVING St,San Francisco,CA,94122,37.764128,-122.464961,"(37.764128, -122.464961)",,1304_20180131,01/31/2018 12:00:00 AM,79,Routine - Unscheduled,1304_20180131_103154,Unclean or degraded floors walls or ceilings,Low Risk
66705,Green Island Restaurant,4012 Geary Blvd,San Francisco,CA,94118,37.781208,-122.462432,"(37.781208, -122.462432)",,66705_20181129,11/29/2018 12:00:00 AM,65,Routine - Unscheduled,66705_20181129_103114,High risk vermin infestation,High Risk
409,EL FARO,82 01st St,San Francisco,CA,94105,37.788613,-122.393894,"(37.788613, -122.393894)",,409_20180926,09/26/2018 12:00:00 AM,71,Routine - Unscheduled,409_20180926_103103,High risk food holding temperature,High Risk
2766,TAQUERIA GUADALAJARA,4798 MISSION,San Francisco,CA,94112,37.721191,-122.43755,"(37.721191, -122.43755)",+14155552785,2766_20180413,04/13/2018 12:00:00 AM,85,Routine - Unscheduled,2766_20180413_103109,Unclean or unsanitary food contact surfaces,High Risk
18480,Imperial Palace,818 Washington St,San Francisco,CA,94108,37.795138,-122.406863,"(37.795138, -122.406863)",+14155959888,18480_20181217,12/17/2018 12:00:00 AM,70,Routine - Unscheduled,18480_20181217_103150,Improper or defective plumbing,Low Risk
66694,Streets,634 Polk St,San Francisco,CA,94102,37.782506,-122.418993,"(37.782506, -122.418993)",,66694_20180605,06/05/2018 12:00:00 AM,82,Routine - Unscheduled,66694_20180605_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
37482,Bursa,60 West Portal Ave.,San Francisco,CA,94127,37.740144,-122.466569,"(37.740144, -122.466569)",+14155564006,37482_20180222,02/22/2018 12:00:00 AM,92,Routine - Unscheduled,37482_20180222_103120,Moderate risk food holding temperature,Moderate Risk
18480,Imperial Palace,818 Washington St,San Francisco,CA,94108,37.795138,-122.406863,"(37.795138, -122.406863)",+14155959888,18480_20181217,12/17/2018 12:00:00 AM,70,Routine - Unscheduled,18480_20181217_103102,Unclean hands or improper use of gloves,High Risk
33527,Popeyes Chicken & Biscuits,1426 Fillmore St Space T,San Francisco,CA,94115,37.782817,-122.432577,"(37.782817, -122.432577)",,33527_20180613,06/13/2018 12:00:00 AM,82,Routine - Unscheduled,33527_20180613_103144,Unapproved or unmaintained equipment or utensils,Low Risk
1304,RAIN TREE CAFE,654 IRVING St,San Francisco,CA,94122,37.764128,-122.464961,"(37.764128, -122.464961)",,1304_20180131,01/31/2018 12:00:00 AM,79,Routine - Unscheduled,1304_20180131_103157,Food safety certificate or food handler card not available,Low Risk
68451,Buckhorn Grill,101 04th St #1060,San Francisco,CA,94103,37.784548,-122.40419,"(37.784548, -122.40419)",,68451_20180919,09/19/2018 12:00:00 AM,88,Routine - Unscheduled,68451_20180919_103131,Moderate risk vermin infestation,Moderate Risk
4774,BAYSIDE MARKET,120 BRANNAN St,San Francisco,CA,94107,37.78416,-122.389239,"(37.78416, -122.389239)",+14155220151,4774_20181017,10/17/2018 12:00:00 AM,83,Routine - Unscheduled,4774_20181017_103107,Improper reheating of food,High Risk
1304,RAIN TREE CAFE,654 IRVING St,San Francisco,CA,94122,37.764128,-122.464961,"(37.764128, -122.464961)",,1304_20180711,07/11/2018 12:00:00 AM,85,Routine - Unscheduled,1304_20180711_103154,Unclean or degraded floors walls or ceilings,Low Risk
33093,Lucky California #755,1515 SLOAT Blvd,San Francisco,CA,94132,37.733944,-122.490438,"(37.733944, -122.490438)",,33093_20181207,12/07/2018 12:00:00 AM,90,Routine - Unscheduled,33093_20181207_103120,Moderate risk food holding temperature,Moderate Risk
68430,Ladle & Leaf,135 04th St FC-2,San Francisco,CA,94103,37.784103,-122.403669,"(37.784103, -122.403669)",,68430_20180104,01/04/2018 12:00:00 AM,96,Routine - Unscheduled,68430_20180104_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk
19373,Las Isletas,4508 03rd St,San Francisco,CA,94124,37.737021,-122.390043,"(37.737021, -122.390043)",+14155577698,19373_20180103,01/03/2018 12:00:00 AM,73,Routine - Unscheduled,19373_20180103_103150,Improper or defective plumbing,Low Risk
552,Loi's Vietnamese Restaurant,2228 Irving St,San Francisco,CA,94122,37.763428,-122.481736,"(37.763428, -122.481736)",,552_20180503,05/03/2018 12:00:00 AM,84,Routine - Unscheduled,552_20180503_103139,Improper food storage,Low Risk
67176,The Melt,1 Embarcadero Center,San Francisco,CA,94111,37.794588,-122.399642,"(37.794588, -122.399642)",,67176_20180509,05/09/2018 12:00:00 AM,96,Routine - Unscheduled,67176_20180509_103142,Unclean nonfood contact surfaces,Low Risk
36730,Chapeau,126 CLEMENT St,San Francisco,CA,94118,37.783148,-122.460661,"(37.783148, -122.460661)",,36730_20180131,01/31/2018 12:00:00 AM,96,Routine - Unscheduled,36730_20180131_103162,Other low risk violation,Low Risk
61550,Barbacco Eno-Trattoria,220 California St,San Francisco,CA,94111,37.793419,-122.399088,"(37.793419, -122.399088)",,61550_20180503,05/03/2018 12:00:00 AM,89,Routine - Unscheduled,61550_20180503_103105,Improper cooling methods,High Risk
34591,La Laguna,3906 03rd St,San Francisco,CA,94124,37.741752,-122.388402,"(37.741752, -122.388402)",,34591_20180307,03/07/2018 12:00:00 AM,92,Routine - Unscheduled,34591_20180307_103154,Unclean or degraded floors walls or ceilings,Low Risk
36730,Chapeau,126 CLEMENT St,San Francisco,CA,94118,37.783148,-122.460661,"(37.783148, -122.460661)",,36730_20180131,01/31/2018 12:00:00 AM,96,Routine - Unscheduled,36730_20180131_103144,Unapproved or unmaintained equipment or utensils,Low Risk
61550,Barbacco Eno-Trattoria,220 California St,San Francisco,CA,94111,37.793419,-122.399088,"(37.793419, -122.399088)",,61550_20180503,05/03/2018 12:00:00 AM,89,Routine - Unscheduled,61550_20180503_103120,Moderate risk food holding temperature,Moderate Risk
37658,Jack In The Box #556,366 Bayshore Blvd,San Francisco,CA,94124,37.741597,-122.406398,"(37.741597, -122.406398)",,37658_20181219,12/19/2018 12:00:00 AM,81,Routine - Unscheduled,37658_20181219_103139,Improper food storage,Low Risk
2766,TAQUERIA GUADALAJARA,4798 MISSION,San Francisco,CA,94112,37.721191,-122.43755,"(37.721191, -122.43755)",+14155552785,2766_20180413,04/13/2018 12:00:00 AM,85,Routine - Unscheduled,2766_20180413_103150,Improper or defective plumbing,Low Risk
33093,Lucky California #755,1515 SLOAT Blvd,San Francisco,CA,94132,37.733944,-122.490438,"(37.733944, -122.490438)",,33093_20181207,12/07/2018 12:00:00 AM,90,Routine - Unscheduled,33093_20181207_103154,Unclean or degraded floors walls or ceilings,Low Risk
66705,Green Island Restaurant,4012 Geary Blvd,San Francisco,CA,94118,37.781208,-122.462432,"(37.781208, -122.462432)",,66705_20181129,11/29/2018 12:00:00 AM,65,Routine - Unscheduled,66705_20181129_103132,Improper thawing methods,Moderate Risk
66705,Green Island Restaurant,4012 Geary Blvd,San Francisco,CA,94118,37.781208,-122.462432,"(37.781208, -122.462432)",,66705_20181129,11/29/2018 12:00:00 AM,65,Routine - Unscheduled,66705_20181129_103133,Foods not protected from contamination,Moderate Risk
827,TAQUERIA EL FAROLITO NO. 2,4817 MISSION St,San Francisco,CA,94112,37.721251,-122.437385,"(37.721251, -122.437385)",,827_20180125,01/25/2018 12:00:00 AM,85,Routine - Unscheduled,827_20180125_103133,Foods not protected from contamination,Moderate Risk
61602,The Grove,690 Mission St,San Francisco,CA,94105,37.786474,-122.401788,"(37.786474, -122.401788)",,61602_20180105,01/05/2018 12:00:00 AM,85,Routine - Unscheduled,61602_20180105_103103,High risk food holding temperature,High Risk
19373,Las Isletas,4508 03rd St,San Francisco,CA,94124,37.737021,-122.390043,"(37.737021, -122.390043)",+14155577698,19373_20180103,01/03/2018 12:00:00 AM,73,Routine - Unscheduled,19373_20180103_103109,Unclean or unsanitary food contact surfaces,High Risk
67176,The Melt,1 Embarcadero Center,San Francisco,CA,94111,37.794588,-122.399642,"(37.794588, -122.399642)",,67176_20180509,05/09/2018 12:00:00 AM,96,Routine - Unscheduled,67176_20180509_103154,Unclean or degraded floors walls or ceilings,Low Risk
4774,BAYSIDE MARKET,120 BRANNAN St,San Francisco,CA,94107,37.78416,-122.389239,"(37.78416, -122.389239)",+14155220151,4774_20181017,10/17/2018 12:00:00 AM,83,Routine - Unscheduled,4774_20181017_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
33527,Popeyes Chicken & Biscuits,1426 Fillmore St Space T,San Francisco,CA,94115,37.782817,-122.432577,"(37.782817, -122.432577)",,33527_20180613,06/13/2018 12:00:00 AM,82,Routine - Unscheduled,33527_20180613_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
19138,Pho Ha Tien,1900 OCEAN Ave,San Francisco,CA,94127,37.725306,-122.462261,"(37.725306, -122.462261)",,19138_20180315,03/15/2018 12:00:00 AM,90,Routine - Unscheduled,19138_20180315_103144,Unapproved or unmaintained equipment or utensils,Low Risk
68451,Buckhorn Grill,101 04th St #1060,San Francisco,CA,94103,37.784548,-122.40419,"(37.784548, -122.40419)",,68451_20180226,02/26/2018 12:00:00 AM,74,Routine - Unscheduled,68451_20180226_103114,High risk vermin infestation,High Risk
4917,LA VICTORIA BAKERY,2937 24th St,San Francisco,CA,94110,37.752373,-122.410876,"(37.752373, -122.410876)",+14155647120,4917_20180605,06/05/2018 12:00:00 AM,69,Routine - Unscheduled,4917_20180605_103144,Unapproved or unmaintained equipment or utensils,Low Risk
11379,ALAMO SQUARE MARKET,535 SCOTT ST,San Francisco,CA,94117,37.774824,-122.436094,"(37.774824, -122.436094)",,11379_20180424,04/24/2018 12:00:00 AM,79,Routine - Unscheduled,11379_20180424_103162,Other low risk violation,Low Risk
1199,PANCHO'S,3440 GEARY Blvd,San Francisco,CA,94118,37.781507,-122.456176,"(37.781507, -122.456176)",,1199_20181214,12/14/2018 12:00:00 AM,81,Routine - Unscheduled,1199_20181214_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
18480,Imperial Palace,818 Washington St,San Francisco,CA,94108,37.795138,-122.406863,"(37.795138, -122.406863)",+14155959888,18480_20181217,12/17/2018 12:00:00 AM,70,Routine - Unscheduled,18480_20181217_103108,Contaminated or adulterated food,High Risk
3221,PASQUALES,700 IRVING St,San Francisco,CA,94122,37.764108,-122.465512,"(37.764108, -122.465512)",+14155662140,3221_20180608,06/08/2018 12:00:00 AM,90,Routine - Unscheduled,3221_20180608_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
27799,Buckhorn Grill,845 Market St FE-5,San Francisco,CA,94103,37.784848,-122.406892,"(37.784848, -122.406892)",+14155979770,27799_20181218,12/18/2018 12:00:00 AM,88,Routine - Unscheduled,27799_20181218_103145,Improper storage of equipment utensils or linens,Low Risk
4774,BAYSIDE MARKET,120 BRANNAN St,San Francisco,CA,94107,37.78416,-122.389239,"(37.78416, -122.389239)",+14155220151,4774_20181017,10/17/2018 12:00:00 AM,83,Routine - Unscheduled,4774_20181017_103133,Foods not protected from contamination,Moderate Risk
19076,Star India Restaurant,3721 GEARY Blvd,San Francisco,CA,94118,37.781153,-122.45936,"(37.781153, -122.45936)",,19076_20180411,04/11/2018 12:00:00 AM,81,Routine - Unscheduled,19076_20180411_103154,Unclean or degraded floors walls or ceilings,Low Risk
4917,LA VICTORIA BAKERY,2937 24th St,San Francisco,CA,94110,37.752373,-122.410876,"(37.752373, -122.410876)",+14155647120,4917_20180605,06/05/2018 12:00:00 AM,69,Routine - Unscheduled,4917_20180605_103133,Foods not protected from contamination,Moderate Risk
557,TASTEBUDS,600 05th Ave,San Francisco,CA,94118,37.77721,-122.462874,"(37.77721, -122.462874)",+14155669292,557_20180905,09/05/2018 12:00:00 AM,83,Routine - Unscheduled,557_20180905_103132,Improper thawing methods,Moderate Risk
37658,Jack In The Box #556,366 Bayshore Blvd,San Francisco,CA,94124,37.741597,-122.406398,"(37.741597, -122.406398)",,37658_20181219,12/19/2018 12:00:00 AM,81,Routine - Unscheduled,37658_20181219_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
11379,ALAMO SQUARE MARKET,535 SCOTT ST,San Francisco,CA,94117,37.774824,-122.436094,"(37.774824, -122.436094)",,11379_20180424,04/24/2018 12:00:00 AM,79,Routine - Unscheduled,11379_20180424_103144,Unapproved or unmaintained equipment or utensils,Low Risk
18480,Imperial Palace,818 Washington St,San Francisco,CA,94108,37.795138,-122.406863,"(37.795138, -122.406863)",+14155959888,18480_20181217,12/17/2018 12:00:00 AM,70,Routine - Unscheduled,18480_20181217_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
557,TASTEBUDS,600 05th Ave,San Francisco,CA,94118,37.77721,-122.462874,"(37.77721, -122.462874)",+14155669292,557_20180905,09/05/2018 12:00:00 AM,83,Routine - Unscheduled,557_20180905_103109,Unclean or unsanitary food contact surfaces,High Risk
4917,LA VICTORIA BAKERY,2937 24th St,San Francisco,CA,94110,37.752373,-122.410876,"(37.752373, -122.410876)",+14155647120,4917_20180605,06/05/2018 12:00:00 AM,69,Routine - Unscheduled,4917_20180605_103156,Permit license or inspection report not posted,Low Risk
1304,RAIN TREE CAFE,654 IRVING St,San Francisco,CA,94122,37.764128,-122.464961,"(37.764128, -122.464961)",,1304_20180131,01/31/2018 12:00:00 AM,79,Routine - Unscheduled,1304_20180131_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
37658,Jack In The Box #556,366 Bayshore Blvd,San Francisco,CA,94124,37.741597,-122.406398,"(37.741597, -122.406398)",,37658_20181219,12/19/2018 12:00:00 AM,81,Routine - Unscheduled,37658_20181219_103151,Inadequate or unsanitary refuse containers or area or no garbage service,Low Risk
19138,Pho Ha Tien,1900 OCEAN Ave,San Francisco,CA,94127,37.725306,-122.462261,"(37.725306, -122.462261)",,19138_20180315,03/15/2018 12:00:00 AM,90,Routine - Unscheduled,19138_20180315_103131,Moderate risk vermin infestation,Moderate Risk
11379,ALAMO SQUARE MARKET,535 SCOTT ST,San Francisco,CA,94117,37.774824,-122.436094,"(37.774824, -122.436094)",,11379_20180424,04/24/2018 12:00:00 AM,79,Routine - Unscheduled,11379_20180424_103135,No person in charge of food facility,Low Risk
19373,Las Isletas,4508 03rd St,San Francisco,CA,94124,37.737021,-122.390043,"(37.737021, -122.390043)",+14155577698,19373_20180103,01/03/2018 12:00:00 AM,73,Routine - Unscheduled,19373_20180103_103120,Moderate risk food holding temperature,Moderate Risk
1199,PANCHO'S,3440 GEARY Blvd,San Francisco,CA,94118,37.781507,-122.456176,"(37.781507, -122.456176)",,1199_20181214,12/14/2018 12:00:00 AM,81,Routine - Unscheduled,1199_20181214_103129,Insufficient hot water or running water,Moderate Risk
33527,Popeyes Chicken & Biscuits,1426 Fillmore St Space T,San Francisco,CA,94115,37.782817,-122.432577,"(37.782817, -122.432577)",,33527_20180613,06/13/2018 12:00:00 AM,82,Routine - Unscheduled,33527_20180613_103120,Moderate risk food holding temperature,Moderate Risk
37482,Bursa,60 West Portal Ave.,San Francisco,CA,94127,37.740144,-122.466569,"(37.740144, -122.466569)",+14155564006,37482_20180222,02/22/2018 12:00:00 AM,92,Routine - Unscheduled,37482_20180222_103154,Unclean or degraded floors walls or ceilings,Low Risk
66705,Green Island Restaurant,4012 Geary Blvd,San Francisco,CA,94118,37.781208,-122.462432,"(37.781208, -122.462432)",,66705_20181129,11/29/2018 12:00:00 AM,65,Routine - Unscheduled,66705_20181129_103109,Unclean or unsanitary food contact surfaces,High Risk
34591,La Laguna,3906 03rd St,San Francisco,CA,94124,37.741752,-122.388402,"(37.741752, -122.388402)",,34591_20180307,03/07/2018 12:00:00 AM,92,Routine - Unscheduled,34591_20180307_103131,Moderate risk vermin infestation,Moderate Risk
1304,RAIN TREE CAFE,654 IRVING St,San Francisco,CA,94122,37.764128,-122.464961,"(37.764128, -122.464961)",,1304_20180711,07/11/2018 12:00:00 AM,85,Routine - Unscheduled,1304_20180711_103157,Food safety certificate or food handler card not available,Low Risk
827,TAQUERIA EL FAROLITO NO. 2,4817 MISSION St,San Francisco,CA,94112,37.721251,-122.437385,"(37.721251, -122.437385)",,827_20180125,01/25/2018 12:00:00 AM,85,Routine - Unscheduled,827_20180125_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
66705,Green Island Restaurant,4012 Geary Blvd,San Francisco,CA,94118,37.781208,-122.462432,"(37.781208, -122.462432)",,66705_20181129,11/29/2018 12:00:00 AM,65,Routine - Unscheduled,66705_20181129_103144,Unapproved or unmaintained equipment or utensils,Low Risk
11379,ALAMO SQUARE MARKET,535 SCOTT ST,San Francisco,CA,94117,37.774824,-122.436094,"(37.774824, -122.436094)",,11379_20180424,04/24/2018 12:00:00 AM,79,Routine - Unscheduled,11379_20180424_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
1304,RAIN TREE CAFE,654 IRVING St,San Francisco,CA,94122,37.764128,-122.464961,"(37.764128, -122.464961)",,1304_20180131,01/31/2018 12:00:00 AM,79,Routine - Unscheduled,1304_20180131_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
4412,Barbarossa,714 Montgomery St,San Francisco,CA,94111,37.795918,-122.403283,"(37.795918, -122.403283)",,4412_20180803,08/03/2018 12:00:00 AM,98,Routine - Unscheduled,4412_20180803_103162,Other low risk violation,Low Risk
5170,BAYVIEW HP MULTI-SERVICE DROP-IN CT,2111 JENNINGS St,San Francisco,CA,94124,37.726932,-122.388696,"(37.726932, -122.388696)",+14155671100,5170_20181203,12/03/2018 12:00:00 AM,90,Routine - Unscheduled,5170_20181203_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk
409,EL FARO,82 01st St,San Francisco,CA,94105,37.788613,-122.393894,"(37.788613, -122.393894)",,409_20180926,09/26/2018 12:00:00 AM,71,Routine - Unscheduled,409_20180926_103142,Unclean nonfood contact surfaces,Low Risk
