business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation,risk_category
71065,"Chutney USA, Inc.",511 Jones St,San Francisco,CA,94102,37.786044,-122.413054,"(37.786044, -122.413054)",,71065_20161221,12/21/16 0:00,,Complaint,71065_20161221_103159,Worker safety hazards,Low Risk
34728,Pete's Tavern,128 KING STREET,San Francisco,CA,94107,37.779343,-122.390519,"(37.779343, -122.390519)",,34728_20161213,12/13/16 0:00,90,Routine - Unscheduled,34728_20161213_103159,Worker safety hazards,Low Risk
19417,Starbucks,5 03rd St,San Francisco,CA,94103,37.787569,-122.403349,"(37.787569, -122.403349)",,19417_20171128,11/28/17 0:00,96,Routine - Unscheduled,19417_20171128_103159,Worker safety hazards,Low Risk
71456,Sam's Cable Car Lounge,222 Powell St,San Francisco,CA,94102,37.786672,-122.408005,"(37.786672, -122.408005)",,71456_20161205,12/5/16 0:00,96,Routine - Unscheduled,71456_20161205_103159,Worker safety hazards,Low Risk
1598,Cafe Bean,800 Sutter St,San Francisco,CA,94109,37.788587,-122.413795,"(37.788587, -122.413795)",,1598_20171106,11/6/17 0:00,,Reinspection/Followup,1598_20171106_103159,Worker safety hazards,Low Risk
1296,TAQUERIA EL BUEN SABOR,699 VALENCIA St,San Francisco,CA,94112,37.761743,-122.421492,"(37.761743, -122.421492)",14155588745,1296_20180501,5/1/18 0:00,82,Routine - Unscheduled,1296_20180501_103159,Worker safety hazards,Low Risk
6739,Jamie Supermarket,1135 Stockton St,San Francisco,CA,94133,37.796303,-122.408354,"(37.796303, -122.408354)",,6739_20161220,12/20/16 0:00,86,Routine - Unscheduled,6739_20161220_103159,Worker safety hazards,Low Risk
1598,Cafe Bean,800 Sutter St,San Francisco,CA,94109,37.788587,-122.413795,"(37.788587, -122.413795)",,1598_20171027,10/27/17 0:00,85,Routine - Unscheduled,1598_20171027_103159,Worker safety hazards,Low Risk
7489,GAS & SHOP,599 South Van Ness Ave,San Francisco,CA,94110,37.763803,-122.417326,"(37.763803, -122.417326)",14155866835,7489_20170119,1/19/17 0:00,77,Routine - Unscheduled,7489_20170119_103159,Worker safety hazards,Low Risk
62779,SF Third Street Shell,551 03rd St,San Francisco,CA,94107,37.780739,-122.395015,"(37.780739, -122.395015)",,62779_20180614,6/14/18 0:00,84,Routine - Unscheduled,62779_20180614_103159,Worker safety hazards,Low Risk
17762,Patxi's Chicago Pizza,511 Hayes St,San Francisco,CA,94102,37.776593,-122.425017,"(37.776593, -122.425017)",,17762_20161011,10/11/16 0:00,82,Routine - Unscheduled,17762_20161011_103159,Worker safety hazards,Low Risk
2739,ROSE'S CAFE,2298 Union St,San Francisco,CA,94123,37.796927,-122.436974,"(37.796927, -122.436974)",14155955596,2739_20170627,6/27/17 0:00,79,Routine - Unscheduled,2739_20170627_103159,Worker safety hazards,Low Risk
25301,B Restaurant,720 HOWARD St,San Francisco,CA,94103,37.784404,-122.401339,"(37.784404, -122.401339)",,25301_20161221,12/21/16 0:00,81,Routine - Unscheduled,25301_20161221_103159,Worker safety hazards,Low Risk
1296,TAQUERIA EL BUEN SABOR,699 VALENCIA St,San Francisco,CA,94112,37.761743,-122.421492,"(37.761743, -122.421492)",14155588745,1296_20170926,9/26/17 0:00,83,Routine - Unscheduled,1296_20170926_103159,Worker safety hazards,Low Risk
38564,Chili Lemon Garlic,518 Bryant St,San Francisco,CA,94107,37.780914,-122.396389,"(37.780914, -122.396389)",,38564_20170123,1/23/17 0:00,74,Routine - Unscheduled,38564_20170123_103159,Worker safety hazards,Low Risk
4986,SENIORE'S PIZZA,2415 19th Ave,San Francisco,CA,94116,37.742728,-122.475714,"(37.742728, -122.475714)",,4986_20170522,5/22/17 0:00,88,Routine - Unscheduled,4986_20170522_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
3335,The Bell,1900 Polk St,San Francisco,CA,94109,37.794298,-122.421387,"(37.794298, -122.421387)",,3335_20160815,8/15/16 0:00,83,Routine - Unscheduled,3335_20160815_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
2325,THE CITRUS CLUB,1790 HAIGHT St,San Francisco,CA,94117,37.769428,-122.451604,"(37.769428, -122.451604)",14155759656,2325_20170125,1/25/17 0:00,84,Routine - Unscheduled,2325_20170125_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
69195,Center Cafe,205 13th St,San Francisco,CA,94103,37.769751,-122.41832,"(37.769751, -122.41832)",14155863888,69195_20170621,6/21/17 0:00,,Complaint,69195_20170621_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
2995,CAFE ROCCO,1131 FOLSOM St,San Francisco,CA,94103,37.776127,-122.408602,"(37.776127, -122.408602)",,2995_20170117,1/17/17 0:00,,Complaint,2995_20170117_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
62735,China Express Deli,2732 MISSION St,San Francisco,CA,94110,37.7533,-122.41863,"(37.7533, -122.41863)",,62735_20161107,11/7/16 0:00,76,Routine - Unscheduled,62735_20161107_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
2692,TYGER'S,2798 DIAMOND St,San Francisco,CA,94131,37.734579,-122.4339,"(37.734579, -122.4339)",14155234064,2692_20160823,8/23/16 0:00,85,Routine - Unscheduled,2692_20160823_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
18480,Imperial Palace,818 Washington St,San Francisco,CA,94108,37.795138,-122.406863,"(37.795138, -122.406863)",14155959888,18480_20181217,12/17/18 0:00,70,Routine - Unscheduled,18480_20181217_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
1304,RAIN TREE CAFE,654 IRVING St,San Francisco,CA,94122,37.764128,-122.464961,"(37.764128, -122.464961)",,1304_20180131,1/31/18 0:00,79,Routine - Unscheduled,1304_20180131_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
3869,SAFEWAY #739,3350 MISSION St,San Francisco,CA,94110,37.742998,-122.421638,"(37.742998, -122.421638)",14155822866,3869_20180608,6/8/18 0:00,,Complaint,3869_20180608_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
827,TAQUERIA EL FAROLITO NO. 2,4817 MISSION St,San Francisco,CA,94112,37.721251,-122.437385,"(37.721251, -122.437385)",,827_20180125,1/25/18 0:00,85,Routine - Unscheduled,827_20180125_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
64745,Mint,1 Dr Carlton B. Goodlett Pl Basement,San Francisco,CA,94102,37.778492,-122.418291,"(37.778492, -122.418291)",,64745_20170106,1/6/17 0:00,88,Routine - Unscheduled,64745_20170106_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
19094,Rigolo,3465 California St,San Francisco,CA,94118,37.786663,-122.451147,"(37.786663, -122.451147)",,19094_20161004,10/4/16 0:00,,Complaint,19094_20161004_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
3839,EL TORO TAQUERIA,598 VALENCIA St,San Francisco,CA,94110,37.763458,-122.421784,"(37.763458, -122.421784)",14155433351,3839_20170721,7/21/17 0:00,,Complaint,3839_20170721_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
26379,Sushi Kazu,841 Irving St,San Francisco,CA,94122,37.763983,-122.46709,"(37.763983, -122.46709)",,26379_20171004,10/4/17 0:00,,Complaint,26379_20171004_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
3115,Yee's Restaurant,1131 Grant Ave,San Francisco,CA,94133,37.797292,-122.406914,"(37.797292, -122.406914)",,3115_20161109,11/9/16 0:00,,Complaint,3115_20161109_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
18102,Kim Son Restaurant,3614 BALBOA St,San Francisco,CA,94121,37.775728,-122.497701,"(37.775728, -122.497701)",14155815413,18102_20170203,2/3/17 0:00,86,Routine - Unscheduled,18102_20170203_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
4774,BAYSIDE MARKET,120 BRANNAN St,San Francisco,CA,94107,37.78416,-122.389239,"(37.78416, -122.389239)",14155220151,4774_20181017,10/17/18 0:00,,Complaint,4774_20181017_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
66276,Martita's Restaurant,1401 EGBERT Ave,San Francisco,CA,94124,37.722776,-122.392864,"(37.722776, -122.392864)",,66276_20160823,8/23/16 0:00,,Complaint,66276_20160823_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
2589,Dojima-Ann,219 O'Farrell St,San Francisco,CA,94102,37.786363,-122.408357,"(37.786363, -122.408357)",,2589_20170309,3/9/17 0:00,79,Routine - Unscheduled,2589_20170309_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
3437,Fog Harbor Fish House,Pier 39  Space A202,San Francisco,CA,94133,37.80824,-122.410189,"(37.80824, -122.410189)",,3437_20171120,11/20/17 0:00,87,Routine - Unscheduled,3437_20171120_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
2764,AL-HAMRA,3083 16th St,San Francisco,CA,94103,37.764913,-122.421349,"(37.764913, -122.421349)",,2764_20181011,10/11/18 0:00,89,Routine - Unscheduled,2764_20181011_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
985,The Sunset's Best Seafood Restaurant,3060 TARAVAL St,San Francisco,CA,94116,37.742048,-122.499002,"(37.742048, -122.499002)",,985_20181204,12/4/18 0:00,,Complaint,985_20181204_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
38073,Java Beach at the Zoo,2650 SLOAT Blvd,San Francisco,CA,94116,37.735568,-122.50293,"(37.735568, -122.50293)",,38073_20180924,9/24/18 0:00,92,Routine - Unscheduled,38073_20180924_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
3221,PASQUALES,700 IRVING St,San Francisco,CA,94122,37.764108,-122.465512,"(37.764108, -122.465512)",14155662140,3221_20171107,11/7/17 0:00,88,Routine - Unscheduled,3221_20171107_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
7527,DON CHUYS MEXI-MERCADO,544 EXCELSIOR Ave,San Francisco,CA,94112,37.724122,-122.429309,"(37.724122, -122.429309)",14155588092,7527_20170510,5/10/17 0:00,94,Routine - Unscheduled,7527_20170510_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
3055,"SAFEWAY STORES, INC. #995",1335 Webster St,San Francisco,CA,94115,37.783253,-122.431034,"(37.783253, -122.431034)",14155924557,3055_20170606,6/6/17 0:00,89,Routine - Unscheduled,3055_20170606_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
34434,Fang's,660 Howard St,San Francisco,CA,94105,37.785654,-122.399729,"(37.785654, -122.399729)",,34434_20170602,6/2/17 0:00,,Complaint,34434_20170602_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
1921,TARAVAL OKAZU YA,1735 Taraval St,San Francisco,CA,94116,37.742603,-122.484646,"(37.742603, -122.484646)",,1921_20180228,2/28/18 0:00,,Complaint,1921_20180228_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
798,Sushi Rapture,1400 Leavenworth St,San Francisco,CA,94109,37.793997,-122.416267,"(37.793997, -122.416267)",,798_20161209,12/9/16 0:00,83,Routine - Unscheduled,798_20161209_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
3929,"OPERA HOUSE - BASEMENT,LOWER LOUNGE",301 VAN NESS Ave,San Francisco,CA,94102,37.778272,-122.420031,"(37.778272, -122.420031)",14155251932,3929_20170406,4/6/17 0:00,83,Routine - Unscheduled,3929_20170406_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
33527,Popeyes Chicken & Biscuits,1426 Fillmore St Space T,San Francisco,CA,94115,37.782817,-122.432577,"(37.782817, -122.432577)",,33527_20180116,1/16/18 0:00,82,Routine - Unscheduled,33527_20180116_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
61550,Barbacco Eno-Trattoria,220 California St,San Francisco,CA,94111,37.793419,-122.399088,"(37.793419, -122.399088)",,61550_20170626,6/26/17 0:00,94,Routine - Unscheduled,61550_20170626_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
10540,Slanted Door Restaurant,1 Ferry Building #3,San Francisco,CA,94111,37.795225,-122.39377,"(37.795225, -122.39377)",,10540_20170605,6/5/17 0:00,72,Routine - Unscheduled,10540_20170605_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
2974,LEAPING LEMUR CAFE,1 ZOO Rd,San Francisco,CA,94132,37.73017,-122.502535,"(37.73017, -122.502535)",14155757182,2974_20170308,3/8/17 0:00,78,Routine - Unscheduled,2974_20170308_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
13838,Judahlicious Juice,3906 Judah st,San Francisco,CA,94122,37.760528,-122.503991,"(37.760528, -122.503991)",,13838_20170703,7/3/17 0:00,,Non-inspection site visit,13838_20170703_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
61816,Bullitt,2209 Polk St,San Francisco,CA,94109,37.797114,-122.422034,"(37.797114, -122.422034)",14155995053,61816_20170508,5/8/17 0:00,,Complaint,61816_20170508_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
3522,Bow Hon Restaurant,850 Grant Ave,San Francisco,CA,94108,37.794958,-122.406367,"(37.794958, -122.406367)",,3522_20161205,12/5/16 0:00,,Complaint,3522_20161205_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
5268,SAN FRANCISCO MUSEUM OF MODERN ART,151 03rd St,San Francisco,CA,94103,37.785643,-122.401192,"(37.785643, -122.401192)",,5268_20180124,1/24/18 0:00,,Non-inspection site visit,5268_20180124_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
3165,HAN IL KWAN,1802 BALBOA St,San Francisco,CA,94121,37.776599,-122.478292,"(37.776599, -122.478292)",14153598244,3165_20170323,3/23/17 0:00,,Complaint,3165_20170323_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
3485,THE BEACH CHALET BREWERY & REST.,1000 GREAT HIGHWAY,San Francisco,CA,94121,37.770346,-122.510896,"(37.770346, -122.510896)",,3485_20180410,4/10/18 0:00,,Complaint,3485_20180410_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
328,Miyako,1470 Fillmore St,San Francisco,CA,94115,37.783017,-122.432584,"(37.783017, -122.432584)",14155538905,328_20161122,11/22/16 0:00,81,Routine - Unscheduled,328_20161122_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
2555,EXTREME PIZZA,1980 UNION St,San Francisco,CA,94123,37.797578,-122.431883,"(37.797578, -122.431883)",14155928234,2555_20170327,3/27/17 0:00,,Complaint,2555_20170327_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
69465,La Corneta,2731 MISSION St,San Francisco,CA,94110,37.753336,-122.418494,"(37.753336, -122.418494)",14155647001,69465_20180319,3/19/18 0:00,,Complaint,69465_20180319_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
66297,EggWhite Cafe,3401 MISSION St,San Francisco,CA,94110,37.742073,-122.422133,"(37.742073, -122.422133)",,66297_20160829,8/29/16 0:00,88,Routine - Unscheduled,66297_20160829_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
18480,Imperial Palace,818 Washington St,San Francisco,CA,94108,37.795138,-122.406863,"(37.795138, -122.406863)",14155959888,18480_20160920,9/20/16 0:00,83,Routine - Unscheduled,18480_20160920_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
18480,Imperial Palace,818 Washington St,San Francisco,CA,94108,37.795138,-122.406863,"(37.795138, -122.406863)",14155959888,18480_20161007,10/7/16 0:00,,Reinspection/Followup,18480_20161007_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
3838,CAFE PICARO,3120 16th St,San Francisco,CA,94103,37.764908,-122.422442,"(37.764908, -122.422442)",14155434089,3838_20180620,6/20/18 0:00,,Complaint,3838_20180620_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
66229,Amphawa Thai Noodle House,5020 GEARY Blvd,San Francisco,CA,94122,37.780733,-122.473114,"(37.780733, -122.473114)",,66229_20170920,9/20/17 0:00,,Foodborne Illness Investigation,66229_20170920_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
66694,Streets,634 Polk St,San Francisco,CA,94102,37.782506,-122.418993,"(37.782506, -122.418993)",,66694_20180605,6/5/18 0:00,82,Routine - Unscheduled,66694_20180605_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
95,VEGA PIZZERIA,419 CORTLAND Ave,San Francisco,CA,94110,37.739207,-122.417447,"(37.739207, -122.417447)",,95_20180509,5/9/18 0:00,92,Routine - Unscheduled,95_20180509_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
3393,DON RAMON,225 11th St,San Francisco,CA,94103,37.772764,-122.415082,"(37.772764, -122.415082)",14155339141,3393_20170808,8/8/17 0:00,,Complaint,3393_20170808_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
9232,Fillmore Street Cafe,1301 Fillmore Street,San Francisco,CA,94115,37.781974,-122.432474,"(37.781974, -122.432474)",14155237480,9232_20161128,11/28/16 0:00,90,Routine - Unscheduled,9232_20161128_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
95,VEGA PIZZERIA,419 CORTLAND Ave,San Francisco,CA,94110,37.739207,-122.417447,"(37.739207, -122.417447)",,95_20170307,3/7/17 0:00,92,Routine - Unscheduled,95_20170307_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
62896,Spice Kit,405 Howard St Suite 130,San Francisco,CA,94105,37.789057,-122.395322,"(37.789057, -122.395322)",,62896_20161213,12/13/16 0:00,90,Routine - Unscheduled,62896_20161213_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
1609,Tung Sing Restaurant,4015 24th St,San Francisco,CA,94114,37.751373,-122.432319,"(37.751373, -122.432319)",14155648582,1609_20170705,7/5/17 0:00,,Routine - Scheduled,1609_20170705_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
2063,ZUSHI-PUZZLE,1910 LOMBARD St,San Francisco,CA,94123,37.800248,-122.433053,"(37.800248, -122.433053)",,2063_20171113,11/13/17 0:00,74,Routine - Unscheduled,2063_20171113_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
1832,Murphy's,217 Kearny St,San Francisco,CA,94108,37.790125,-122.403924,"(37.790125, -122.403924)",,1832_20181203,12/3/18 0:00,71,Routine - Unscheduled,1832_20181203_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
2357,CHINA EXPRESS,2798 MISSION St,San Francisco,CA,94110,37.752408,-122.418535,"(37.752408, -122.418535)",14155640881,2357_20170602,6/2/17 0:00,67,Routine - Unscheduled,2357_20170602_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
7711,RICHMOND NEW MAY WAH SUPERMARKET,719 CLEMENT St,San Francisco,CA,94118,37.782784,-122.467028,"(37.782784, -122.467028)",,7711_20170628,6/28/17 0:00,,Complaint,7711_20170628_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
62578,New Chef Hung's Restaurant,823 Clay St,San Francisco,CA,94108,37.794193,-122.406677,"(37.794193, -122.406677)",14155396883,62578_20181130,11/30/18 0:00,73,Routine - Unscheduled,62578_20181130_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
63095,AFC Sushi @ Safeway 1711,15 Marina Blvd,San Francisco,CA,94123,37.805073,-122.433106,"(37.805073, -122.433106)",,63095_20180628,6/28/18 0:00,,Complaint,63095_20180628_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
3403,Farallon,450 Post St 1st Floor,San Francisco,CA,94102,37.788188,-122.409284,"(37.788188, -122.409284)",,3403_20181218,12/18/18 0:00,,Foodborne Illness Investigation,3403_20181218_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
17779,New Bosworth Market,145 Bosworth,San Francisco,CA,94112,37.733466,-122.428086,"(37.733466, -122.428086)",,17779_20170823,8/23/17 0:00,,Complaint,17779_20170823_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
3403,Farallon,450 Post St 1st Floor,San Francisco,CA,94102,37.788188,-122.409284,"(37.788188, -122.409284)",,3403_20181218,12/18/18 0:00,,Foodborne Illness Investigation,3403_20181218_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
2538,KATES KITCHEN,471 HAIGHT St,San Francisco,CA,94102,37.772163,-122.429927,"(37.772163, -122.429927)",14155623984,2538_20181005,10/5/18 0:00,,Complaint,2538_20181005_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
691,MARINA SUBMARINE,2299 UNION St,San Francisco,CA,94123,37.796893,-122.436847,"(37.796893, -122.436847)",,691_20170925,9/25/17 0:00,80,Routine - Unscheduled,691_20170925_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
65561,"House of Dim Sum, Inc.",735 Jackson St,San Francisco,CA,94133,37.795873,-122.407495,"(37.795873, -122.407495)",,65561_20171130,11/30/17 0:00,86,Routine - Unscheduled,65561_20171130_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
66584,Western Donuts Shop #2,5101 MISSION St,San Francisco,CA,94112,37.717042,-122.440524,"(37.717042, -122.440524)",,66584_20180430,4/30/18 0:00,90,Routine - Unscheduled,66584_20180430_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
60400,STARBELLY,3583 16th St,San Francisco,CA,94114,37.764233,-122.43254,"(37.764233, -122.43254)",,60400_20170905,9/5/17 0:00,87,Routine - Unscheduled,60400_20170905_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
63493,The Golden West,8 Trinity Pl,San Francisco,CA,94104,37.790053,-122.402586,"(37.790053, -122.402586)",14155270896,63493_20170112,1/12/17 0:00,89,Routine - Unscheduled,63493_20170112_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
67448,Soo Fong Restaurant,3801 03rd St 370,San Francisco,CA,94124,37.741829,-122.388098,"(37.741829, -122.388098)",,67448_20180507,5/7/18 0:00,92,Routine - Unscheduled,67448_20180507_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
69188,Siam Lotus Thai Cuisine,1705 HAIGHT St,San Francisco,CA,94117,37.769447,-122.450796,"(37.769447, -122.450796)",,69188_20181105,11/5/18 0:00,92,Routine - Unscheduled,69188_20181105_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
34352,The Olympic Club Cafe,524 Post St Basement,San Francisco,CA,94102,37.787978,-122.410904,"(37.787978, -122.410904)",,34352_20180308,3/8/18 0:00,92,Routine - Unscheduled,34352_20180308_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
59407,Parkside Quickly,1050 TARAVAL St,San Francisco,CA,94116,37.742989,-122.477662,"(37.742989, -122.477662)",,59407_20160926,9/26/16 0:00,86,Routine - Unscheduled,59407_20160926_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
5083,AMC-Level #2,1000 Van Ness Ave #2,San Francisco,CA,94109,37.784784,-122.421052,"(37.784784, -122.421052)",,5083_20160923,9/23/16 0:00,96,Routine - Unscheduled,5083_20160923_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
4465,Freddie's Sandwiches,300 Francisco St,San Francisco,CA,94133,37.805128,-122.410284,"(37.805128, -122.410284)",,4465_20170810,8/10/17 0:00,90,Routine - Unscheduled,4465_20170810_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
9156,MEXICO AU PARC,24 SOUTH PARK STREET,San Francisco,CA,94107,37.782218,-122.393423,"(37.782218, -122.393423)",,9156_20160824,8/24/16 0:00,87,Routine - Unscheduled,9156_20160824_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
63493,The Golden West,8 Trinity Pl,San Francisco,CA,94104,37.790053,-122.402586,"(37.790053, -122.402586)",14155270896,63493_20171228,12/28/17 0:00,78,Routine - Unscheduled,63493_20171228_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
37688,Peet's Coffee & Tea,370 04th St,San Francisco,CA,94107,37.781127,-122.400109,"(37.781127, -122.400109)",,37688_20170919,9/19/17 0:00,96,Routine - Unscheduled,37688_20170919_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
58628,Players,Pier 39  Space L-11,San Francisco,CA,94133,37.80824,-122.410189,"(37.80824, -122.410189)",,58628_20171101,11/1/17 0:00,90,Routine - Unscheduled,58628_20171101_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
3446,Scoma's Restaurant,Pier 47,San Francisco,CA,94133,37.807972,-122.4177,"(37.807972, -122.4177)",,3446_20171016,10/16/17 0:00,98,Routine - Unscheduled,3446_20171016_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
69353,Aria,932 Larkin St,San Francisco,CA,94109,37.786565,-122.418116,"(37.786565, -122.418116)",,69353_20160907,9/7/16 0:00,86,Routine - Unscheduled,69353_20160907_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
3241,SHENG KEE BAKERY,1941 IRVING St,San Francisco,CA,94122,37.76344,-122.478648,"(37.76344, -122.478648)",,3241_20160906,9/6/16 0:00,86,Routine - Unscheduled,3241_20160906_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
45,CHARLIE'S DELI CAFE,3202 FOLSOM St,San Francisco,CA,94110,37.747114,-122.413641,"(37.747114, -122.413641)",,45_20170307,3/7/17 0:00,88,Routine - Unscheduled,45_20170307_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
18047,Las Palmeras,2721 Mission St,San Francisco,CA,94110,37.753463,-122.418536,"(37.753463, -122.418536)",,18047_20170126,1/26/17 0:00,72,Routine - Unscheduled,18047_20170126_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
68826,"VANDA SIAM RESTAURANT, LLC",668 Sacramento St,San Francisco,CA,94111,37.79373,-122.403974,"(37.79373, -122.403974)",,68826_20181010,10/10/18 0:00,88,Routine - Unscheduled,68826_20181010_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
60898,Patxi's Chicago Pizza,3318 Fillmore St,San Francisco,CA,94123,37.800061,-122.43602,"(37.800061, -122.43602)",,60898_20180430,4/30/18 0:00,87,Routine - Unscheduled,60898_20180430_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
38139,Island Market & Deli,2 Ave of the Palms  Bldg. 146,San Francisco,CA,94130,37.824494,-122.371798,"(37.824494, -122.371798)",,38139_20161214,12/14/16 0:00,87,Routine - Unscheduled,38139_20161214_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
4716,MICHAELIS WINE & SPIRITS,2198 UNION St,San Francisco,CA,94123,37.797138,-122.435334,"(37.797138, -122.435334)",14155925700,4716_20170925,9/25/17 0:00,88,Routine - Unscheduled,4716_20170925_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
3409,OZUMO,161 STEUART St,San Francisco,CA,94105,37.792604,-122.392268,"(37.792604, -122.392268)",,3409_20180212,2/12/18 0:00,86,Routine - Unscheduled,3409_20180212_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk
