business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation,risk_category
7366,ALL STATES BEST FOODS,1607 20th St,San Francisco,CA,94107,37.759913,-122.397589,"(37.759913, -122.397589)",,7366_20170126,1/26/17 0:00,96,Routine - Unscheduled,7366_20170126_103154,Unclean or degraded floors walls or ceilings,Low Risk
3296,Granada Hotel Dining Room,1000 Sutter St,San Francisco,CA,94109,37.788168,-122.417154,"(37.788168, -122.417154)",,3296_20180523,5/23/18 0:00,98,Routine - Unscheduled,3296_20180523_103154,Unclean or degraded floors walls or ceilings,Low Risk
66687,Chipotle Mexican Grill,1523 SLOAT Blvd,San Francisco,CA,94132,37.733944,-122.490438,"(37.733944, -122.490438)",,66687_20170130,1/30/17 0:00,98,Routine - Unscheduled,66687_20170130_103154,Unclean or degraded floors walls or ceilings,Low Risk
3253,S F GOLF CLUB,1310 Junipero Serra Blvd,San Francisco,CA,94132,37.711329,-122.471316,"(37.711329, -122.471316)",14155464100,3253_20171229,12/29/17 0:00,87,Routine - Unscheduled,3253_20171229_103154,Unclean or degraded floors walls or ceilings,Low Risk
63082,The Brick Yard,1787 Union St,San Francisco,CA,94123,37.797933,-122.428627,"(37.797933, -122.428627)",14156677676,63082_20180731,7/31/18 0:00,81,Routine - Unscheduled,63082_20180731_103154,Unclean or degraded floors walls or ceilings,Low Risk
37656,Jack In the Box #558,4649 GEARY Blvd,San Francisco,CA,94118,37.780713,-122.469299,"(37.780713, -122.469299)",,37656_20180710,7/10/18 0:00,96,Routine - Unscheduled,37656_20180710_103154,Unclean or degraded floors walls or ceilings,Low Risk
65026,Ana's Market,105 BROAD St,San Francisco,CA,94112,37.713153,-122.45641,"(37.713153, -122.45641)",,65026_20180509,5/9/18 0:00,87,Routine - Unscheduled,65026_20180509_103154,Unclean or degraded floors walls or ceilings,Low Risk
4917,LA VICTORIA BAKERY,2937 24th St,San Francisco,CA,94110,37.752373,-122.410876,"(37.752373, -122.410876)",14155647120,4917_20160906,9/6/16 0:00,78,Routine - Unscheduled,4917_20160906_103154,Unclean or degraded floors walls or ceilings,Low Risk
4108,Hornblower Cruises & Events/SF Belle,Pier 3,San Francisco,CA,94111,37.797473,-122.39592,"(37.797473, -122.39592)",14155948305,4108_20170111,1/11/17 0:00,92,Routine - Unscheduled,4108_20170111_103154,Unclean or degraded floors walls or ceilings,Low Risk
31568,Taqueria El Sol #2,595 Geary St,San Francisco,CA,94102,37.786709,-122.413068,"(37.786709, -122.413068)",14155440405,31568_20170202,2/2/17 0:00,90,Routine - Unscheduled,31568_20170202_103154,Unclean or degraded floors walls or ceilings,Low Risk
11492,Burgermeister,759 Columbus Ave,San Francisco,CA,94133,37.801696,-122.412257,"(37.801696, -122.412257)",,11492_20170321,3/21/17 0:00,90,Routine - Unscheduled,11492_20170321_103154,Unclean or degraded floors walls or ceilings,Low Risk
7745,"Cost Plus, Inc",2552 Taylor St,San Francisco,CA,94133,37.805923,-122.41528,"(37.805923, -122.41528)",,7745_20180705,7/5/18 0:00,98,Routine - Unscheduled,7745_20180705_103154,Unclean or degraded floors walls or ceilings,Low Risk
3621,JIM'S RESTAURANT,2420 MISSION St,San Francisco,CA,94110,37.758271,-122.419081,"(37.758271, -122.419081)",14155286020,3621_20160908,9/8/16 0:00,92,Routine - Unscheduled,3621_20160908_103154,Unclean or degraded floors walls or ceilings,Low Risk
2359,LA TRAVIATA,2854 MISSION St,San Francisco,CA,94110,37.751296,-122.418414,"(37.751296, -122.418414)",14155280500,2359_20170706,7/6/17 0:00,62,Routine - Unscheduled,2359_20170706_103154,Unclean or degraded floors walls or ceilings,Low Risk
67564,ITHAI,720 Post St,San Francisco,CA,94109,37.787691,-122.413717,"(37.787691, -122.413717)",,67564_20180503,5/3/18 0:00,87,Routine - Unscheduled,67564_20180503_103154,Unclean or degraded floors walls or ceilings,Low Risk
66902,Palio Paninoteca,"2565 03rd St, # 307",San Francisco,CA,94107,37.757114,-122.388034,"(37.757114, -122.388034)",,66902_20170118,1/18/17 0:00,90,Routine - Unscheduled,66902_20170118_103154,Unclean or degraded floors walls or ceilings,Low Risk
68130,Vinyl Cafe and Wine Bar,359 DIVISADERO St,San Francisco,CA,94117,37.772748,-122.437414,"(37.772748, -122.437414)",,68130_20170110,1/10/17 0:00,77,Routine - Unscheduled,68130_20170110_103154,Unclean or degraded floors walls or ceilings,Low Risk
4592,E-Z STOP MARKET,2203 GENEVA Ave,San Francisco,CA,94134,37.708356,-122.419989,"(37.708356, -122.419989)",,4592_20170913,9/13/17 0:00,94,Routine - Unscheduled,4592_20170913_103154,Unclean or degraded floors walls or ceilings,Low Risk
4670,SUNSET SUPER,2801 Vicente St,San Francisco,CA,94116,37.738333,-122.49728,"(37.738333, -122.49728)",,4670_20160901,9/1/16 0:00,75,Routine - Unscheduled,4670_20160901_103154,Unclean or degraded floors walls or ceilings,Low Risk
4797,"Good Life Grocery, The",448 CORTLAND Ave,San Francisco,CA,94110,37.739053,-122.416683,"(37.739053, -122.416683)",14155643221,4797_20170502,5/2/17 0:00,90,Routine - Unscheduled,4797_20170502_103154,Unclean or degraded floors walls or ceilings,Low Risk
3661,LA CUMBRE,515 VALENCIA St,San Francisco,CA,94110,37.764553,-122.421826,"(37.764553, -122.421826)",14155868205,3661_20161012,10/12/16 0:00,74,Routine - Unscheduled,3661_20161012_103154,Unclean or degraded floors walls or ceilings,Low Risk
66685,Tacolicious,741 Valencia St,San Francisco,CA,94110,37.760974,-122.421456,"(37.760974, -122.421456)",,66685_20171113,11/13/17 0:00,90,Routine - Unscheduled,66685_20171113_103154,Unclean or degraded floors walls or ceilings,Low Risk
631,SUBWAY SANDWICHES & SALADS,1500 FILLMORE St,San Francisco,CA,94115,37.78332,-122.432647,"(37.78332, -122.432647)",,631_20160930,9/30/16 0:00,98,Routine - Unscheduled,631_20160930_103154,Unclean or degraded floors walls or ceilings,Low Risk
1354,SUSHI TIME,2275 MARKET St,San Francisco,CA,94114,37.764697,-122.432322,"(37.764697, -122.432322)",14155552280,1354_20180420,4/20/18 0:00,86,Routine - Unscheduled,1354_20180420_103154,Unclean or degraded floors walls or ceilings,Low Risk
1664,PANDA EXPRESS,865 MARKET St C24,San Francisco,CA,94103,37.784317,-122.407563,"(37.784317, -122.407563)",14155249775,1664_20180619,6/19/18 0:00,98,Routine - Unscheduled,1664_20180619_103154,Unclean or degraded floors walls or ceilings,Low Risk
62814,Hot Spud,2640 Mason St,San Francisco,CA,94133,37.807888,-122.414027,"(37.807888, -122.414027)",14155866191,62814_20180108,1/8/18 0:00,98,Routine - Unscheduled,62814_20180108_103154,Unclean or degraded floors walls or ceilings,Low Risk
61861,SO,1010 BRYANT St,San Francisco,CA,94103,37.772264,-122.407339,"(37.772264, -122.407339)",,61861_20171214,12/14/17 0:00,85,Routine - Unscheduled,61861_20171214_103154,Unclean or degraded floors walls or ceilings,Low Risk
10433,Cafe La Taza,470 Post St,San Francisco,CA,94102,37.788128,-122.409705,"(37.788128, -122.409705)",,10433_20170728,7/28/17 0:00,86,Routine - Unscheduled,10433_20170728_103154,Unclean or degraded floors walls or ceilings,Low Risk
33056,"7-Eleven, Store 2231-33501",564 Market St,San Francisco,CA,94104,37.789575,-122.401091,"(37.789575, -122.401091)",,33056_20170912,9/12/17 0:00,85,Routine - Unscheduled,33056_20170912_103154,Unclean or degraded floors walls or ceilings,Low Risk
36570,"7-Eleven, Store 2366-21389F",2200 BAYSHORE Blvd,San Francisco,CA,94134,37.712166,-122.402934,"(37.712166, -122.402934)",,36570_20161217,12/17/16 0:00,85,Routine - Unscheduled,36570_20161217_103154,Unclean or degraded floors walls or ceilings,Low Risk
2622,WING HING RESTAURANT,2550 SAN BRUNO Ave,San Francisco,CA,94134,37.729408,-122.404391,"(37.729408, -122.404391)",,2622_20170308,3/8/17 0:00,75,Routine - Unscheduled,2622_20170308_103154,Unclean or degraded floors walls or ceilings,Low Risk
19418,Starbucks,675 Townsend St,San Francisco,CA,94103,37.770517,-122.403221,"(37.770517, -122.403221)",,19418_20170208,2/8/17 0:00,98,Routine - Unscheduled,19418_20170208_103154,Unclean or degraded floors walls or ceilings,Low Risk
65014,The Old Clam House,299 BAYSHORE Blvd,San Francisco,CA,94124,37.743212,-122.405055,"(37.743212, -122.405055)",,65014_20170522,5/22/17 0:00,77,Routine - Unscheduled,65014_20170522_103154,Unclean or degraded floors walls or ceilings,Low Risk
37656,Jack In the Box #558,4649 GEARY Blvd,San Francisco,CA,94118,37.780713,-122.469299,"(37.780713, -122.469299)",,37656_20170714,7/14/17 0:00,96,Routine - Unscheduled,37656_20170714_103154,Unclean or degraded floors walls or ceilings,Low Risk
2632,MARTHA & BROS COFFEE CO,745 CORTLAND Ave,San Francisco,CA,94110,37.738927,-122.414757,"(37.738927, -122.414757)",14155647779,2632_20170829,8/29/17 0:00,87,Routine - Unscheduled,2632_20170829_103154,Unclean or degraded floors walls or ceilings,Low Risk
64195,Golden Gate Indian Cuisine & Pizza,1388 C 46th Ave,San Francisco,CA,94122,37.758941,-122.48591,"(37.758941, -122.48591)",,64195_20180124,1/24/18 0:00,96,Routine - Unscheduled,64195_20180124_103154,Unclean or degraded floors walls or ceilings,Low Risk
68366,Flying Pig Bistro,433 South Van Ness Ave,San Francisco,CA,94103,37.766324,-122.417565,"(37.766324, -122.417565)",,68366_20170109,1/9/17 0:00,77,Routine - Unscheduled,68366_20170109_103154,Unclean or degraded floors walls or ceilings,Low Risk
4184,GLENEAGLES GOLF COURSE AT M P,2100 SUNNYDALE Ave,San Francisco,CA,94134,37.714351,-122.424419,"(37.714351, -122.424419)",,4184_20171108,11/8/17 0:00,92,Routine - Unscheduled,4184_20171108_103154,Unclean or degraded floors walls or ceilings,Low Risk
3112,Lori's Diner,500 Sutter St,San Francisco,CA,94102,37.789228,-122.408844,"(37.789228, -122.408844)",,3112_20170817,8/17/17 0:00,80,Routine - Unscheduled,3112_20170817_103154,Unclean or degraded floors walls or ceilings,Low Risk
18940,Bruno's,2389 MISSION St,San Francisco,CA,94110,37.758914,-122.419036,"(37.758914, -122.419036)",,18940_20160930,9/30/16 0:00,94,Routine - Unscheduled,18940_20160930_103154,Unclean or degraded floors walls or ceilings,Low Risk
275,Ben & Jerry's,170 O'Farrell St Basement,San Francisco,CA,94102,37.786548,-122.407313,"(37.786548, -122.407313)",,275_20161031,10/31/16 0:00,96,Routine - Unscheduled,275_20161031_103154,Unclean or degraded floors walls or ceilings,Low Risk
62739,Tortas Los Picudos,2969 24th St,San Francisco,CA,94110,37.752653,-122.411359,"(37.752653, -122.411359)",,62739_20170724,7/24/17 0:00,92,Routine - Unscheduled,62739_20170724_103154,Unclean or degraded floors walls or ceilings,Low Risk
1352,LA TORTILLA,495 Castro St B,San Francisco,CA,94114,37.760954,-122.434935,"(37.760954, -122.434935)",14155863990,1352_20161129,11/29/16 0:00,86,Routine - Unscheduled,1352_20161129_103154,Unclean or degraded floors walls or ceilings,Low Risk
9283,La Fonda,712 Irving St,San Francisco,CA,94122,37.764108,-122.465531,"(37.764108, -122.465531)",,9283_20180315,3/15/18 0:00,83,Routine - Unscheduled,9283_20180315_103154,Unclean or degraded floors walls or ceilings,Low Risk
424,CHATZ,301 ARKANSAS St,San Francisco,CA,94107,37.762334,-122.398416,"(37.762334, -122.398416)",,424_20171107,11/7/17 0:00,86,Routine - Unscheduled,424_20171107_103154,Unclean or degraded floors walls or ceilings,Low Risk
68249,Mixt Greens/Mixt,1 Market St,San Francisco,CA,94105,37.794347,-122.394932,"(37.794347, -122.394932)",,68249_20180510,5/10/18 0:00,87,Routine - Unscheduled,68249_20180510_103154,Unclean or degraded floors walls or ceilings,Low Risk
15279,Deli World,18 Ocean Ave.,San Francisco,CA,94112,37.724174,-122.435859,"(37.724174, -122.435859)",14155333111,15279_20161012,10/12/16 0:00,92,Routine - Unscheduled,15279_20161012_103154,Unclean or degraded floors walls or ceilings,Low Risk
59153,Union Square Sports Bar,115 Mason St,San Francisco,CA,94102,37.78453,-122.409392,"(37.78453, -122.409392)",,59153_20161020,10/20/16 0:00,77,Routine - Unscheduled,59153_20161020_103154,Unclean or degraded floors walls or ceilings,Low Risk
7761,LELENITA'S CAKES,3743 MISSION St,San Francisco,CA,94110,37.736628,-122.424163,"(37.736628, -122.424163)",,7761_20170523,5/23/17 0:00,86,Routine - Unscheduled,7761_20170523_103154,Unclean or degraded floors walls or ceilings,Low Risk
3046,Mollie Stone's Grand Central Market,2435 CALIFORNIA St,San Francisco,CA,94115,37.788773,-122.434697,"(37.788773, -122.434697)",14155564902,3046_20180627,6/27/18 0:00,96,Routine - Unscheduled,3046_20180627_103154,Unclean or degraded floors walls or ceilings,Low Risk
63413,Mymy,1500 California St,San Francisco,CA,94109,37.790798,-122.419214,"(37.790798, -122.419214)",14155807466,63413_20180522,5/22/18 0:00,90,Routine - Unscheduled,63413_20180522_103154,Unclean or degraded floors walls or ceilings,Low Risk
2143,THE BITTER END,441 CLEMENT St,San Francisco,CA,94118,37.782933,-122.46408,"(37.782933, -122.46408)",,2143_20170308,3/8/17 0:00,92,Routine - Unscheduled,2143_20170308_103154,Unclean or degraded floors walls or ceilings,Low Risk
39862,Trader Joe's #236,265 Winston Dr,San Francisco,CA,94132,37.726891,-122.475673,"(37.726891, -122.475673)",14155661835,39862_20170420,4/20/17 0:00,,Reinspection/Followup,39862_20170420_103154,Unclean or degraded floors walls or ceilings,Low Risk
1426,SWEET DELIGHT BAKERY,4476A MISSION,San Francisco,CA,94112,37.726117,-122.433817,"(37.726117, -122.433817)",14155336786,1426_20171129,11/29/17 0:00,71,Routine - Unscheduled,1426_20171129_103154,Unclean or degraded floors walls or ceilings,Low Risk
32170,La Torta Gorda,2833 24th St,San Francisco,CA,94110,37.752813,-122.408799,"(37.752813, -122.408799)",,32170_20180319,3/19/18 0:00,92,Routine - Unscheduled,32170_20180319_103154,Unclean or degraded floors walls or ceilings,Low Risk
64524,Fresca Restaurant,737 IRVING St,San Francisco,CA,94122,37.764033,-122.4659,"(37.764033, -122.4659)",14155745727,64524_20180315,3/15/18 0:00,86,Routine - Unscheduled,64524_20180315_103154,Unclean or degraded floors walls or ceilings,Low Risk
4502,LA LOMA PRODUCE #7,2695 San Bruno Ave,San Francisco,CA,94134,37.727739,-122.403579,"(37.727739, -122.403579)",,4502_20170413,4/13/17 0:00,77,Routine - Unscheduled,4502_20170413_103154,Unclean or degraded floors walls or ceilings,Low Risk
4957,Safeway Stores Inc #711,15 MARINA BL,San Francisco,CA,94123,37.805073,-122.433106,"(37.805073, -122.433106)",14155564946,4957_20180117,1/17/18 0:00,92,Routine - Unscheduled,4957_20180117_103154,Unclean or degraded floors walls or ceilings,Low Risk
64525,Loving Hut Vegan Cuisine,524 Irving St,San Francisco,CA,94122,37.764188,-122.463592,"(37.764188, -122.463592)",,64525_20180814,8/14/18 0:00,85,Routine - Unscheduled,64525_20180814_103154,Unclean or degraded floors walls or ceilings,Low Risk
64843,Palmyra,700 HAIGHT St,San Francisco,CA,94117,37.771698,-122.433903,"(37.771698, -122.433903)",,64843_20180514,5/14/18 0:00,,Reinspection/Followup,64843_20180514_103154,Unclean or degraded floors walls or ceilings,Low Risk
5297,EL NORTEO,801 bryant St,San Francisco,CA,94103,37.776011,-122.402466,"(37.776011, -122.402466)",14150297553,5297_20170101,1/1/17 0:00,94,Routine - Unscheduled,5297_20170101_103154,Unclean or degraded floors walls or ceilings,Low Risk
7528,Encinal,Pier 41,San Francisco,CA,94133,37.808494,-122.412,"(37.808494, -122.412)",,7528_20170201,2/1/17 0:00,98,Routine - Unscheduled,7528_20170201_103154,Unclean or degraded floors walls or ceilings,Low Risk
1280,AMASIA HIDE'S SUSHI BAR,149 NOE St,San Francisco,CA,94114,37.766774,-122.433306,"(37.766774, -122.433306)",,1280_20180327,3/27/18 0:00,92,Routine - Unscheduled,1280_20180327_103154,Unclean or degraded floors walls or ceilings,Low Risk
580,TACO LOS ALTOS,737 CORTLAND Ave,San Francisco,CA,94110,37.738979,-122.414971,"(37.738979, -122.414971)",,580_20160829,8/29/16 0:00,92,Routine - Unscheduled,580_20160829_103154,Unclean or degraded floors walls or ceilings,Low Risk
39398,Baby Blues BBQ San Francisco Inc,3149 Mission St,San Francisco,CA,94110,37.746953,-122.418954,"(37.746953, -122.418954)",,39398_20160923,9/23/16 0:00,90,Routine - Unscheduled,39398_20160923_103154,Unclean or degraded floors walls or ceilings,Low Risk
60334,Tenroku Ramen #2,4435 MISSION St,San Francisco,CA,94112,37.727239,-122.432799,"(37.727239, -122.432799)",,60334_20180426,4/26/18 0:00,80,Routine - Unscheduled,60334_20180426_103154,Unclean or degraded floors walls or ceilings,Low Risk
38479,Fly Trap,606 FOLSOM St,San Francisco,CA,94107,37.785404,-122.396979,"(37.785404, -122.396979)",,38479_20170419,4/19/17 0:00,96,Routine - Unscheduled,38479_20170419_103154,Unclean or degraded floors walls or ceilings,Low Risk
61598,Brothers Pizza,3627 TARAVAL St,San Francisco,CA,94116,37.741723,-122.505149,"(37.741723, -122.505149)",,61598_20160913,9/13/16 0:00,90,Routine - Unscheduled,61598_20160913_103154,Unclean or degraded floors walls or ceilings,Low Risk
66185,"Ritual Coffee Roasters, Inc.",432 Octavia St #1B,San Francisco,CA,94102,37.776085,-122.424189,"(37.776085, -122.424189)",,66185_20160926,9/26/16 0:00,92,Routine - Unscheduled,66185_20160926_103154,Unclean or degraded floors walls or ceilings,Low Risk
2002,PANDA EXPRESS,3251 20th Ave 250H,San Francisco,CA,94132,37.728497,-122.475639,"(37.728497, -122.475639)",14155731403,2002_20171227,12/27/17 0:00,89,Routine - Unscheduled,2002_20171227_103154,Unclean or degraded floors walls or ceilings,Low Risk
67564,ITHAI,720 Post St,San Francisco,CA,94109,37.787691,-122.413717,"(37.787691, -122.413717)",,67564_20170804,8/4/17 0:00,67,Routine - Unscheduled,67564_20170804_103154,Unclean or degraded floors walls or ceilings,Low Risk
69016,Lahore Karahi,612 O'Farrell St,San Francisco,CA,94109,37.785635,-122.414779,"(37.785635, -122.414779)",,69016_20170911,9/11/17 0:00,83,Routine - Unscheduled,69016_20170911_103154,Unclean or degraded floors walls or ceilings,Low Risk
5880,Francisco Middle School,2190 Powell St,San Francisco,CA,94133,37.804368,-122.411617,"(37.804368, -122.411617)",,5880_20180928,9/28/18 0:00,96,Routine - Unscheduled,5880_20180928_103154,Unclean or degraded floors walls or ceilings,Low Risk
5880,Francisco Middle School,2190 Powell St,San Francisco,CA,94133,37.804368,-122.411617,"(37.804368, -122.411617)",,5880_20160913,9/13/16 0:00,98,Routine - Unscheduled,5880_20160913_103154,Unclean or degraded floors walls or ceilings,Low Risk
13814,Go Go Market & Deli,99 09th St,San Francisco,CA,94103,37.774722,-122.406761,"(37.774722, -122.406761)",14155863536,13814_20171101,11/1/17 0:00,88,Routine - Unscheduled,13814_20171101_103154,Unclean or degraded floors walls or ceilings,Low Risk
64843,Palmyra,700 HAIGHT St,San Francisco,CA,94117,37.771698,-122.433903,"(37.771698, -122.433903)",,64843_20180502,5/2/18 0:00,88,Routine - Unscheduled,64843_20180502_103154,Unclean or degraded floors walls or ceilings,Low Risk
61579,La Oaxaquena Bakery and Restaurant,2128 Mission St,San Francisco,CA,94110,37.762898,-122.419505,"(37.762898, -122.419505)",,61579_20180207,2/7/18 0:00,77,Routine - Unscheduled,61579_20180207_103154,Unclean or degraded floors walls or ceilings,Low Risk
67564,ITHAI,720 Post St,San Francisco,CA,94109,37.787691,-122.413717,"(37.787691, -122.413717)",,67564_20161108,11/8/16 0:00,59,Routine - Unscheduled,67564_20161108_103154,Unclean or degraded floors walls or ceilings,Low Risk
326,TEN ICHI RESTAURANT,2235 FILLMORE St,San Francisco,CA,94115,37.790333,-122.434144,"(37.790333, -122.434144)",,326_20160818,8/18/16 0:00,82,Routine - Unscheduled,326_20160818_103154,Unclean or degraded floors walls or ceilings,Low Risk
61285,Cocola,3251 20th Ave 186,San Francisco,CA,94132,37.728497,-122.475639,"(37.728497, -122.475639)",14155246238,61285_20160927,9/27/16 0:00,91,Routine - Unscheduled,61285_20160927_103154,Unclean or degraded floors walls or ceilings,Low Risk
35340,Cornerstone Academy,501 Cambridge St,San Francisco,CA,94134,37.724683,-122.41765,"(37.724683, -122.41765)",14155585183,35340_20170223,2/23/17 0:00,98,Routine - Unscheduled,35340_20170223_103154,Unclean or degraded floors walls or ceilings,Low Risk
4894,SUNRISE MARKET,688 Haight St,San Francisco,CA,94117,37.771748,-122.433493,"(37.771748, -122.433493)",,4894_20180508,5/8/18 0:00,87,Routine - Unscheduled,4894_20180508_103154,Unclean or degraded floors walls or ceilings,Low Risk
63615,Saiwaii Ramen,2240 IRVING St,San Francisco,CA,94122,37.763368,-122.482262,"(37.763368, -122.482262)",,63615_20171129,11/29/17 0:00,94,Routine - Unscheduled,63615_20171129_103154,Unclean or degraded floors walls or ceilings,Low Risk
62771,Dinosaurs,2275 Market St Unit H,San Francisco,CA,94114,37.764697,-122.432322,"(37.764697, -122.432322)",,62771_20170809,8/9/17 0:00,80,Routine - Unscheduled,62771_20170809_103154,Unclean or degraded floors walls or ceilings,Low Risk
34708,Piqueos LLC,830 CORTLAND Ave,San Francisco,CA,94110,37.738893,-122.414078,"(37.738893, -122.414078)",14155288812,34708_20170906,9/6/17 0:00,90,Routine - Unscheduled,34708_20170906_103154,Unclean or degraded floors walls or ceilings,Low Risk
7241,CHEVRON #1712,1790 LOMBARD St,San Francisco,CA,94123,37.800538,-122.430864,"(37.800538, -122.430864)",,7241_20160906,9/6/16 0:00,96,Routine - Unscheduled,7241_20160906_103154,Unclean or degraded floors walls or ceilings,Low Risk
2505,AMERICANA GRILL & FOUNTAIN,3532 BALBOA St,San Francisco,CA,94121,37.775806,-122.496608,"(37.775806, -122.496608)",,2505_20180430,4/30/18 0:00,90,Routine - Unscheduled,2505_20180430_103154,Unclean or degraded floors walls or ceilings,Low Risk
62900,Curbside Cafe,2417 CALIFORNIA St,San Francisco,CA,94115,37.788822,-122.434116,"(37.788822, -122.434116)",,62900_20180201,2/1/18 0:00,85,Routine - Unscheduled,62900_20180201_103154,Unclean or degraded floors walls or ceilings,Low Risk
7216,El Chico Produce Market #2,4600 Mission St,San Francisco,CA,94112,37.724489,-122.435026,"(37.724489, -122.435026)",14155586025,7216_20170502,5/2/17 0:00,76,Routine - Unscheduled,7216_20170502_103154,Unclean or degraded floors walls or ceilings,Low Risk
68832,Bayshore Market Deli & Liquor,300 BAYSHORE Blvd,San Francisco,CA,94124,37.743065,-122.405284,"(37.743065, -122.405284)",,68832_20180530,5/30/18 0:00,83,Routine - Unscheduled,68832_20180530_103154,Unclean or degraded floors walls or ceilings,Low Risk
58573,Haus Coffee,3086 24th St,San Francisco,CA,94110,37.752548,-122.413882,"(37.752548, -122.413882)",,58573_20180319,3/19/18 0:00,94,Routine - Unscheduled,58573_20180319_103154,Unclean or degraded floors walls or ceilings,Low Risk
66,STARBUCKS,1800 IRVING St,San Francisco,CA,94122,37.763578,-122.477461,"(37.763578, -122.477461)",,66_20181226,12/26/18 0:00,98,Routine - Unscheduled,66_20181226_103154,Unclean or degraded floors walls or ceilings,Low Risk
3963,EUREST DINING SERVICES,211 MAIN St 9/F,San Francisco,CA,94105,37.790363,-122.393022,"(37.790363, -122.393022)",,3963_20181126,11/26/18 0:00,94,Routine - Unscheduled,3963_20181126_103154,Unclean or degraded floors walls or ceilings,Low Risk
5144,POPEYES CHICKEN & BISCUIT,599 DIVISADERO St,San Francisco,CA,94117,37.774873,-122.437804,"(37.774873, -122.437804)",,5144_20170601,6/1/17 0:00,90,Routine - Unscheduled,5144_20170601_103154,Unclean or degraded floors walls or ceilings,Low Risk
1712,SEA BREEZE CAFE,3940 JUDAH St,San Francisco,CA,94122,37.760508,-122.504572,"(37.760508, -122.504572)",,1712_20180515,5/15/18 0:00,96,Routine - Unscheduled,1712_20180515_103154,Unclean or degraded floors walls or ceilings,Low Risk
36024,R. Image Market,2898 Folsom St,San Francisco,CA,94110,37.750967,-122.414014,"(37.750967, -122.414014)",,36024_20170816,8/16/17 0:00,81,Routine - Unscheduled,36024_20170816_103154,Unclean or degraded floors walls or ceilings,Low Risk
70516,Shabu House,2608 Ocean Ave,San Francisco,CA,94132,37.731746,-122.473318,"(37.731746, -122.473318)",14155588800,70516_20170407,4/7/17 0:00,92,Routine - Unscheduled,70516_20170407_103154,Unclean or degraded floors walls or ceilings,Low Risk
27350,18th Street Commissary,3334 18th St,San Francisco,CA,94110,37.761965,-122.417948,"(37.761965, -122.417948)",,27350_20171017,10/17/17 0:00,83,Routine - Unscheduled,27350_20171017_103154,Unclean or degraded floors walls or ceilings,Low Risk
1047,PORK STORE CAFE,1451 HAIGHT St,San Francisco,CA,94117,37.770063,-122.446247,"(37.770063, -122.446247)",14155866981,1047_20180914,9/14/18 0:00,,Reinspection/Followup,1047_20180914_103154,Unclean or degraded floors walls or ceilings,Low Risk
59949,Aicha,1303 Polk St,San Francisco,CA,94109,37.788964,-122.420384,"(37.788964, -122.420384)",,59949_20171017,10/17/17 0:00,94,Routine - Unscheduled,59949_20171017_103154,Unclean or degraded floors walls or ceilings,Low Risk
146,DEJA VU PIZZA & PASTA,3227 16th St,San Francisco,CA,94103,37.764713,-122.424709,"(37.764713, -122.424709)",14155251600,146_20181227,12/27/18 0:00,90,Routine - Unscheduled,146_20181227_103154,Unclean or degraded floors walls or ceilings,Low Risk
2743,NOAH'S NEW YORK BAGELS #2147,2300 16 th St,San Francisco,CA,94103,37.765708,-122.409002,"(37.765708, -122.409002)",14155862802,2743_20161024,10/24/16 0:00,84,Routine - Unscheduled,2743_20161024_103154,Unclean or degraded floors walls or ceilings,Low Risk
18357,BARRIO,1609 Powell St,San Francisco,CA,94133,37.799513,-122.410704,"(37.799513, -122.410704)",,18357_20161229,12/29/16 0:00,86,Routine - Unscheduled,18357_20161229_103154,Unclean or degraded floors walls or ceilings,Low Risk
6356,CHEVRON #1768,3675 GEARY Blvd,San Francisco,CA,94118,37.781193,-122.458519,"(37.781193, -122.458519)",,6356_20181010,10/10/18 0:00,98,Routine - Unscheduled,6356_20181010_103154,Unclean or degraded floors walls or ceilings,Low Risk
27821,Duboce Park Cafe,2 Sanchez St,San Francisco,CA,94114,37.769305,-122.431407,"(37.769305, -122.431407)",,27821_20171130,11/30/17 0:00,96,Routine - Unscheduled,27821_20171130_103154,Unclean or degraded floors walls or ceilings,Low Risk
2659,HUNAN CHEF,525 CORTLAND Ave,San Francisco,CA,94110,37.739048,-122.416019,"(37.739048, -122.416019)",,2659_20170306,3/6/17 0:00,79,Routine - Unscheduled,2659_20170306_103154,Unclean or degraded floors walls or ceilings,Low Risk
1300,WE BE SUSHI,1071 VALENCIA St,San Francisco,CA,94110,37.755824,-122.420986,"(37.755824, -122.420986)",14155820607,1300_20171005,10/5/17 0:00,74,Routine - Unscheduled,1300_20171005_103154,Unclean or degraded floors walls or ceilings,Low Risk
70022,Tenmatsu Grab and Go,336 Kearny St,San Francisco,CA,94108,37.791112,-122.404024,"(37.791112, -122.404024)",,70022_20170926,9/26/17 0:00,78,Routine - Unscheduled,70022_20170926_103154,Unclean or degraded floors walls or ceilings,Low Risk
29610,Lee's Sandwiches,625 Larkin St,San Francisco,CA,94109,37.783664,-122.417635,"(37.783664, -122.417635)",,29610_20181009,10/9/18 0:00,66,Routine - Unscheduled,29610_20181009_103154,Unclean or degraded floors walls or ceilings,Low Risk
